word,derivation
अवाची,['इत्यनेन सूत्रेण ङीप् प्रत्यये `अवाची  इति सिध्यति ।']
अवाची,['उपधायाः किङ्ति   6 4 24  इत्यनेन सूत्रेण `न्  कारस्य लोपे  उगितश्च   4 1 6']
अवाची,['गञ्चुयुजिक्रुञ्चां च   3 2 59  इत्यनेन सूत्रेण क्विन् प्रत्यये  अनिदिवां हल']
प्रतीची,[' 4 1 6  इत्यनेन सूत्रेण ङीप् प्रत्यये प्रातीची इति सिध्यति ।']
प्रतीची,['`अ  कारस्य लोपे  चौ   6 3 138  इत्यनेन सूत्रेण `इ  कारस्य दीर्घे  उगितश्चौ']
प्रतीची,['उपधायाः किङ्ति   6 4 24  इत्यनेन सूत्रेण `अन्च्  इत्यस्य `न् कारस्य लोपे']
प्रतीची,['गुष्णिगञ्चुपुचिक्रुञ्चां च   3 2 59  इत्यनेन सूत्रेण क्विन् प्रत्यये  अनिदितांहल']
प्रतीची,['प्रति + अच् इति जाते  अचः   6 4 138  इत्यनेन सूत्रेण `अच्  इत्यस्य']
प्रतीची,['प्रति उपसर्ग पूर्वक `अञ्चुगतिपूजनयोः  इति धातोः  ऋत्विग्दधृक्स्रग्दि']
उदीची,[' 6 3 238  इत्यनेन सूत्रेण `द  कारस्य दीर्घे  उगितश्च   4 1 16  इत्यनेन']
उदीची,['उद् उपसर्ग पूर्वक `अन्चु गति पूजनयोः  इति धातोः ऋत्विग्दधृक्क्षग्दिगुष्णि']
उदीची,['गञ्चुयुजिक्रुञ्चां च   3 2 59  इत्यनेन सूत्रेण क्विन् प्रत्यये  अनिदितां']
उदीची,['लोपे  अचः   6 4 138  इत्यनेन सूत्रेण `अच्  इत्यस्य `अ  कारस्य लोपे  चौ']
उदीची,['सूत्रेण ङीप् प्रत्यये उदीची इति सिध्यति ।']
उदीची,['हल उपधायाः किङ्ति   6 4 24  इत्यनेन सूत्रेण `अन्च्  इत्यस्य `न्  कारस्य']
पूर्व,['इत्यनेन टाप् प्रत्यये पूर्वा इति सिध्यति ।']
पूर्व,['पूर्व पूरणे इति धातोः  नन्दिग्राहिपचादिभ्योल्युणिन्यचः   3 1 134  इत्यनेन']
पूर्व,['सूत्रेण अच् प्रत्यये पूर्व + अच् = पूर्व इति जाते  अजाद्यतष्टाप्   4 1 4']
दक्षिण,[' अजाद्यत ष्टाप्  4 1 4  इत्यनेन सूत्रेण टाप् प्रत्यये दक्षिण इति सिध्यति ।']
दक्षिण,['इनन् प्रत्यये  अतकृत्वाङ्नुम्व्यवाये।़पि   8 4 2  इत्यनेन सूत्रेण णत्वे']
